run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path,min_skew,min_power,min_wl,gap_skew,gap_power,gap_wl
1119,aes_run_20260123_163122,aes,0.7,62,0.84,AREA 0,0,1,0,163,111,28,40,0.720693,-0.700446,-0.80406,-0.107849,-517.71,-11.0151,1468,1506,0.0579487,588565,0.622094,329,206,302,dataset_root/graphs/raw_graphs/aes_run_20260123_163122_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163122_clustered.pt,0.526491,0.032315,570649,1.3688610061710456,1.7932446232399812,1.0313958317634833
1120,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,175,138,14,49,0.671104,-0.669245,-0.875155,-0.118781,-52.1782,-4.30798,169,486,0.0678882,1144120,0.532646,391,121,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.2746732612713227,2.1008262416834285,2.004945246552609
1121,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,270,138,25,53,0.735494,-0.712297,-0.903917,-0.116321,-55.818,-1.29323,175,212,0.0664663,1138770,0.530486,252,164,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.3969735475060352,2.056825003868173,1.9955699563129
1122,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,149,112,20,53,0.967249,-0.983455,-0.921604,-0.27837,-53.4916,-5.26226,222,408,0.0662295,1140840,0.53022,313,129,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.837161508933676,2.04949713755222,1.9991974050598529
1123,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,166,100,15,47,0.84872,-0.848712,-0.856891,-0.120676,-48.5966,-4.23545,143,481,0.0678739,1142730,0.53286,389,169,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.6120313547619998,2.1003837227293825,2.002509423480984
1124,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,232,147,28,69,0.554001,-0.554683,-0.868234,-0.107798,-53.0951,-0.591295,183,79,0.0647739,1136120,0.527687,206,86,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.0522516054405486,2.0044530403837224,1.9909261209605205
1125,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,162,118,15,56,1.13793,-1.11042,-0.892784,-0.267633,-74.6437,-10.4314,623,554,0.0656161,1140810,0.529242,371,49,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,2.1613474874214376,2.03051524060034,1.9991448333388826
1126,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,251,83,28,36,0.72094,-0.756034,-0.8653,-0.119739,-49.8499,-4.74034,142,486,0.0713613,1147550,0.538345,502,265,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.3693301499930672,2.2083026458301096,2.0109559466502174
1127,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,260,141,24,68,0.55487,-0.550957,-0.891969,-0.109463,-56.0289,-0.836093,184,153,0.0647561,1136510,0.527622,230,67,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.0539021559722768,2.00390221259477,1.9916095533331348
1128,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,251,70,27,46,0.720586,-0.727432,-0.875734,-0.162485,-53.8613,-2.90286,176,410,0.0683319,1142910,0.533729,369,215,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.3686577738270929,2.1145567074114187,2.002824853806806
1129,aes_run_20260123_163806,aes,1.4,49,0.7,DELAY 3,1,0,0,199,93,20,61,0.900374,-0.902168,-0.878998,-0.111217,-50.3352,-1.76514,145,356,0.0650129,1137860,0.528192,282,61,682,dataset_root/graphs/raw_graphs/aes_run_20260123_163806_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_163806_clustered.pt,0.526491,0.032315,570649,1.7101412939632394,2.0118489865387588,1.9939752807767996
1130,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,156,134,17,43,0.964492,-0.871913,-0.947278,-0.129398,-285.536,-1.20985,1134,29,0.0393617,977824,0.663072,446,244,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.831924952183418,1.2180628191242455,1.7135296828698552
1131,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,218,90,30,37,0.748321,-0.77015,-0.679906,-0.117037,-80.7445,-0.380248,510,10,0.0405137,979363,0.665967,512,260,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.4213367370002525,1.2537118984991489,1.7162266121556333
1132,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,166,132,15,50,0.70185,-0.699137,-0.705862,-0.146678,-87.5105,-0.544656,555,16,0.0367806,974639,0.656967,375,144,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.3330712205906652,1.138189695187993,1.7079483184935047
1133,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,177,70,26,56,0.962419,-1.067,-0.805629,-0.25738,-158.073,-3.44725,832,42,0.0356882,970619,0.654249,254,150,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.827987562940297,1.1043849605446387,1.70090370788348
1134,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,172,78,19,57,0.922611,-0.925213,-0.850291,-0.206682,-211.261,-1.76478,949,32,0.0345164,969936,0.651617,283,79,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.7523775335190912,1.0681231626179792,1.6997068250360554
1135,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,258,145,13,52,0.56132,-0.660451,-0.73279,-0.114611,-110.219,-0.260351,643,7,0.0366303,975719,0.656522,409,71,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.0661530776404535,1.1335386043632987,1.7098409004484367
1136,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,135,86,27,45,0.768427,-0.715015,-0.885926,-0.110619,-180.893,-0.380611,879,11,0.038701,977790,0.661784,418,232,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.4595254239863549,1.1976172056320593,1.713470101586089
1137,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,268,105,27,47,0.741952,-0.697281,-0.70232,-0.114596,-93.3483,-0.245396,552,7,0.0377131,975224,0.659498,375,220,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.4092396641158156,1.1670462633451957,1.7089734670524264
1138,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,141,73,27,56,1.08895,-1.09611,-0.879246,-0.214753,-202.095,-6.31463,892,76,0.0357987,972525,0.654573,287,153,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,2.0683164574513144,1.1078044251895405,1.7042437645557953
1139,aes_run_20260123_165027,aes,0.7,64,0.71,DELAY 4,0,0,0,211,127,28,67,0.775522,-0.721912,-0.694965,-0.110631,-88.4045,-0.328552,527,7,0.0336871,967415,0.649347,190,92,144,dataset_root/graphs/raw_graphs/aes_run_20260123_165027_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_165027_clustered.pt,0.526491,0.032315,570649,1.4730014378213492,1.042460157821445,1.6952890480838483
1140,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,182,129,26,44,0.727897,-0.702685,-1.0276,-0.0979441,-369.563,-3.96003,1121,564,0.0407615,805227,0.679801,353,232,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.3825440510853937,1.2613801640105213,1.411072305392632
1141,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,199,107,24,61,0.719293,-0.71934,-0.831943,-0.116518,-313.302,-1.91138,1020,413,0.0368046,742782,0.668217,216,74,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.366201891390356,1.1389323843416368,1.3016442681928821
1142,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,244,121,24,39,0.705491,-0.696991,-0.897308,-0.103859,-374.637,-5.30295,1101,661,0.0431902,831237,0.686043,440,262,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.3399868183881585,1.3365372118211354,1.4566519874739112
1143,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,174,94,28,47,0.70261,-0.695757,-1.04703,-0.0979727,-374.19,-3.25266,1089,520,0.0404612,792722,0.678694,337,182,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.3345147400430395,1.252087265975553,1.3891586597014978
1144,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,255,74,21,62,0.703079,-0.732196,-0.828682,-0.0967455,-306.701,-3.00952,1021,615,0.0365662,739396,0.667526,240,46,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.3354055434945706,1.1315550054154415,1.2957106732860304
1145,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,195,106,17,61,0.729097,-0.833795,-0.848384,-0.0933179,-329.016,-5.23631,1059,820,0.0370937,749125,0.669036,286,31,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.3848232923259847,1.1478786941049048,1.3127596823967098
1146,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,211,72,12,45,0.688882,-0.685633,-1.13467,-0.101283,-361.887,-7.31306,1054,872,0.0408111,797221,0.679537,458,93,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.3084402202506784,1.262915054928052,1.3970426654563488
1147,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,280,84,22,35,0.708834,-0.707737,-0.897438,-0.103861,-376.838,-5.65048,1097,695,0.0436548,835646,0.687513,492,266,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.3463364046109048,1.3509144360204237,1.4643782780658514
1148,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,204,78,19,50,0.801343,-0.822213,-0.838156,-0.0959804,-313.79,-4.11266,1035,667,0.0385885,765162,0.673528,288,141,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,1.5220450112157662,1.1941358502243538,1.3408627720367512
1149,aes_run_20260123_170018,aes,0.7,67,0.75,AREA 2,1,0,1,154,84,17,60,1.11306,-1.07508,-0.839339,-0.264164,-304.876,-10.6097,1026,886,0.0368707,747579,0.668557,294,32,309,dataset_root/graphs/raw_graphs/aes_run_20260123_170018_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170018_clustered.pt,0.526491,0.032315,570649,2.1141102127101883,1.1409778740522976,1.3100504863760385
1150,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,220,72,24,60,0.583968,-0.615998,-0.663737,-0.113478,-96.2296,-0.225005,564,5,0.0330179,946713,0.58802,224,59,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.1091699573212077,1.0217515085873434,1.65901105583292
1151,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,154,132,15,66,1.16398,-1.19299,-0.66176,-0.175353,-82.4684,-1.76589,508,23,0.0335412,949989,0.589451,335,27,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,2.210826016019267,1.0379452266749187,1.6647518877628804
1152,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,169,137,18,67,0.593112,-0.615889,-0.663216,-0.117959,-99.8963,-0.255017,582,8,0.0329574,947815,0.588059,271,32,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.1265377755745112,1.0198793130125328,1.6609421903832304
1153,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,262,147,16,60,0.609624,-0.621889,-0.652261,-0.114397,-91.8592,-0.257518,541,7,0.0334201,948834,0.589136,300,33,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.1579001350450435,1.0341977409871577,1.6627278765055227
1154,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,175,86,24,59,0.740957,-0.730633,-0.691875,-0.112413,-111.929,-0.221496,602,5,0.0329956,946966,0.588014,232,57,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.4073497932538257,1.0210614265820825,1.65945441067977
1155,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,208,118,26,69,0.72181,-0.72176,-0.691928,-0.110532,-117.63,-0.21074,614,5,0.0327818,945674,0.587413,207,45,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.3709825998924956,1.014445304038372,1.6571903218966475
1156,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,148,117,29,37,0.597636,-0.686262,-0.678046,-0.120442,-104.057,-0.263358,579,9,0.0392386,957886,0.601605,463,240,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.1351305150515392,1.2142534426736808,1.6785905171129714
1157,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,261,138,25,41,0.571209,-0.662712,-0.683402,-0.109605,-107.025,-0.217981,590,7,0.038428,957579,0.599955,398,248,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.0849359248306238,1.1891691165093607,1.6780525331683749
1158,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,199,122,22,39,0.695495,-0.713615,-0.671791,-0.113924,-105.292,-0.243272,582,7,0.0384479,956548,0.599992,407,265,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.3210007388540352,1.189784929599257,1.6762458183576945
1159,aes_run_20260123_170510,aes,1.4,58,0.78,DELAY 4,1,1,1,157,109,27,44,0.580573,-0.596044,-0.677892,-0.109598,-104.016,-0.212925,559,6,0.0373296,955396,0.597453,359,210,118,dataset_root/graphs/raw_graphs/aes_run_20260123_170510_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_170510_clustered.pt,0.526491,0.032315,570649,1.1027216039780356,1.1551787095775954,1.6742270642724337
1160,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,161,129,28,41,0.864817,-0.864805,-1.53029,-0.0959939,-113.018,-0.948233,135,143,0.074901,1480250,0.532654,313,194,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,1.6426054766368274,2.317840012378152,2.593976332211219
1161,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,239,78,22,66,0.857945,-0.735708,-1.52999,-0.0921607,-115.017,-0.770921,134,137,0.0710309,1465040,0.526729,281,41,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,1.6295530217990428,2.198078291814946,2.56732246967926
1162,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,277,83,13,64,0.702976,-0.697964,-1.54606,-0.0973327,-117.966,-2.52145,135,328,0.0735369,1481810,0.530602,448,34,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,1.33520990862142,2.2756274176079216,2.5967100617016765
1163,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,205,99,18,70,0.959858,-0.959613,-1.53534,-0.10709,-116.33,-1.35413,133,240,0.0717821,1468200,0.527832,328,36,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,1.8231232822593357,2.221324462323998,2.572860024288135
1164,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,223,80,21,55,0.844145,-0.83,-1.54959,-0.244707,-116.183,-1.35642,134,160,0.0713522,1467330,0.527263,286,61,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,1.6033417475322465,2.208021042859353,2.5713354443799954
1165,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,181,73,29,59,0.963357,-0.950743,-1.53615,-0.160862,-109.293,-1.07695,133,86,0.0712091,1463470,0.526993,239,68,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,1.8297691698433591,2.2035927587807516,2.5645712162818124
1166,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,132,76,29,63,1.33472,-1.15041,-1.70417,-0.335449,-135.295,-5.76529,161,104,0.0712172,1464710,0.527099,273,62,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,2.535124057201357,2.2038434163701064,2.5667441807485862
1167,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,178,118,28,63,1.03159,-1.03159,-1.65765,-0.149201,-128.392,-0.693236,139,60,0.0709052,1463470,0.526529,239,58,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,1.9593687261510642,2.194188457372737,2.5645712162818124
1168,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,174,90,28,54,1.05269,-1.05269,-1.89107,-0.166593,-162.621,-0.972291,157,67,0.0715891,1465490,0.527528,240,81,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,1.999445384631456,2.2153520037134458,2.568111045493815
1169,aes_run_20260123_171019,aes,2.0,48,0.62,DELAY 3,0,0,1,136,95,20,50,1.3076,-1.25857,-1.7086,-0.371343,-140.258,-18.2953,249,323,0.0724181,1472100,0.528859,354,77,732,dataset_root/graphs/raw_graphs/aes_run_20260123_171019_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171019_clustered.pt,0.526491,0.032315,570649,2.483613205164001,2.241005724895559,2.5796943480142787
1170,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,169,146,12,53,0.685989,-0.686055,-1.32785,-0.117481,-51.3518,-3.63689,133,364,0.0727216,1270950,0.584562,419,49,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.3029453494931535,2.2503976481510133,2.2272009589081905
1171,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,148,72,19,54,1.08082,-1.0784,-1.41693,-0.383622,-50.7966,-8.30291,118,307,0.0714142,1264530,0.582459,315,72,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,2.05287459804631,2.209939656506266,2.215950610620539
1172,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,144,113,20,36,0.858655,-0.853809,-1.34332,-0.122518,-52.742,-3.06283,132,318,0.0756021,1280390,0.589645,432,243,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.6309015728663925,2.3395358192789724,2.2437435271068553
1173,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,223,139,26,68,0.570435,-0.571646,-1.31905,-0.105754,-50.8611,-0.740473,131,88,0.0704366,1260340,0.580559,212,53,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.0834658142304427,2.1796874516478413,2.2086080935916823
1174,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,234,92,23,59,0.719985,-0.737499,-1.34394,-0.109139,-52.0745,-1.03566,133,144,0.0706613,1259850,0.581041,238,63,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.3675162538390968,2.1866408788488316,2.207749422149167
1175,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,278,123,24,66,0.601285,-0.600157,-1.38555,-0.107818,-55.5794,-0.901716,136,120,0.0703163,1259450,0.580458,228,48,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.1420613077906363,2.1759647222652014,2.2070484658695624
1176,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,155,95,12,43,0.972194,-0.979355,-1.31979,-0.118778,-49.5033,-3.7711,127,365,0.0741421,1276250,0.58706,459,100,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.8465538822126113,2.294355562432307,2.2364886296129494
1177,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,216,84,22,43,0.739516,-0.723776,-1.33307,-0.115544,-52.833,-2.2896,131,261,0.0742901,1276070,0.58737,359,200,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.404612804397416,2.298935478879777,2.2361731992871277
1178,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,161,144,13,52,0.69387,-0.727501,-1.33339,-0.114938,-51.3176,-3.34365,131,350,0.0723954,1271280,0.584144,395,63,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.317914266340735,2.2403032647377374,2.227779247838864
1179,aes_run_20260123_171634,aes,1.4,54,0.66,DELAY 0,0,0,1,175,131,27,56,0.868271,-1.00817,-1.37827,-0.107026,-53.7958,-0.855253,133,94,0.0710857,1261840,0.58178,214,94,675,dataset_root/graphs/raw_graphs/aes_run_20260123_171634_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_171634_clustered.pt,0.526491,0.032315,570649,1.6491658926743287,2.1997740987157663,2.211236679640199
1180,aes_run_20260123_172254,aes,0.7,68,0.83,DELAY 2,0,1,1,218,129,22,54,0.736294,-0.714125,-0.302246,-0.118713,-8.47167,-1.50271,74,314,0.0675024,1169740,0.699255,257,90,640,dataset_root/graphs/raw_graphs/aes_run_20260123_172254_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_172254_clustered.pt,0.526491,0.032315,570649,1.3984930416664292,2.0888875135386042,2.0498414962612745
