run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path,min_skew,min_power,min_wl,gap_skew,gap_power,gap_wl,max_gap,norm_gap_skew,norm_gap_power,norm_gap_wl,pareto_dist
1346,aes_run_20260124_101347,aes,1.0,52,0.62,DELAY 1,0,1,1,152,149,22,39,1.15207,-1.21696,-1.00328,-0.297969,-162.871,-9.22185,694,527,0.0783989,1392280,0.559069,571,323,690,dataset_root/graphs/raw_graphs/aes_run_20260124_101347_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_101347_clustered.pt,0.526491,0.032315,570649,2.1882045467064013,2.4260838619835985,2.4398185224192104,2.4398185224192104,0.8968718478850958,0.9943706221141426,1.0,2.3491748772122647
1347,aes_run_20260124_101347,aes,1.0,52,0.62,DELAY 1,0,1,1,278,149,25,40,0.834397,-0.835524,-0.713707,-0.121721,-82.6547,-4.76994,391,470,0.077976,1390540,0.558356,512,332,690,dataset_root/graphs/raw_graphs/aes_run_20260124_101347_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_101347_clustered.pt,0.526491,0.032315,570649,1.5848267111878456,2.4129970601887667,2.436769362602931,2.436769362602931,0.6503802680344563,0.9902443363007605,1.0,2.09830626352192
1348,aes_run_20260124_101347,aes,1.0,52,0.62,DELAY 1,0,1,1,205,127,28,56,0.736152,-0.696018,-0.722164,-0.11775,-88.7678,-3.1732,456,407,0.0752365,1386290,0.553511,386,208,690,dataset_root/graphs/raw_graphs/aes_run_20260124_101347_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_101347_clustered.pt,0.526491,0.032315,570649,1.3982233314529593,2.3282221878384646,2.4293217021321336,2.4293217021321336,0.5755612071574489,0.9583836450294181,1.0,1.991410688473322
1349,aes_run_20260124_101347,aes,1.0,52,0.62,DELAY 1,0,1,1,204,117,15,44,0.889653,-0.903446,-0.706339,-0.123543,-82.299,-4.79717,419,466,0.0767182,1388950,0.556055,463,273,690,dataset_root/graphs/raw_graphs/aes_run_20260124_101347_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_101347_clustered.pt,0.526491,0.032315,570649,1.6897781728462593,2.3740739594615503,2.4339830613915034,2.4339830613915034,0.6942440149440549,0.9753863932414948,1.0,2.1024225536659404
1350,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,223,78,16,44,0.755976,-0.760352,-0.885492,-0.0941784,-24.0573,-1.882,84,216,0.07268,1370110,0.615119,457,180,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.4358763967475225,2.249110320284697,2.4009680206221335,2.4009680206221335,0.5980406171238638,0.9367514689770472,1.0,1.926908461834459
1351,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,155,138,26,49,1.08457,-1.09806,-0.857724,-0.177484,-24.9785,-2.02082,84,191,0.0725121,1368400,0.614577,372,224,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,2.0599972269231572,2.243914590747331,2.3979714325268247,2.3979714325268247,0.8590582852575802,0.9357553473365782,1.0,2.150637523228865
1352,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,185,74,21,37,0.926764,-1.0019,-0.775787,-0.097083,-24.4669,-2.13627,84,210,0.0744142,1381860,0.618237,505,245,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.760265607579237,2.3027758007117436,2.4215586113355143,2.4215586113355143,0.7269143102047125,0.9509477862448843,1.0,2.072693288079572
1353,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,271,125,28,67,0.775163,-0.783122,-0.836129,-0.0894097,-25.9322,-0.501156,84,57,0.0691876,1344930,0.608358,227,106,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.4723195648168725,2.141036670276961,2.3568428228210334,2.3568428228210334,0.6246999377983862,0.9084342195183971,1.0,1.8346860494554607
1354,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,182,99,13,57,0.812053,-0.826039,-0.874167,-0.0950632,-24.9682,-2.13289,83,247,0.0717014,1365010,0.612991,464,79,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.542387239288041,2.2188271700448707,2.392030828057177,2.392030828057177,0.6448024085629271,0.927591377175944,1.0,1.9280750540483742
1355,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,280,97,26,50,0.747522,-0.744732,-0.885804,-0.0955455,-27.6783,-1.54456,86,179,0.072704,1372120,0.614738,376,206,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.419819142207559,2.249853009438341,2.404490325927146,2.404490325927146,0.5904865271853783,0.9356881103569512,1.0,1.926388780331974
1356,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,230,103,12,54,0.73614,-0.740464,-0.887161,-0.0955615,-25.6225,-2.39037,83,256,0.0719688,1368020,0.6135,477,86,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.3982005390405534,2.2271019650317188,2.3973055240612005,2.3973055240612005,0.5832383586518858,0.92900214122848,1.0,1.9017901118285474
1357,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,233,133,12,39,0.709098,-0.703034,-0.853593,-0.0963176,-24.4567,-2.48505,84,249,0.0747541,1383210,0.618449,544,165,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.346837837683835,2.3132941358502244,2.4239243387791793,2.4239243387791793,0.5556435141709811,0.954359052731541,1.0,1.9678918912063001
1358,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,207,109,27,49,0.753846,-0.752875,-0.864985,-0.095544,-27.1232,-1.5567,87,186,0.0725309,1368210,0.6146,367,224,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.4318307435454736,2.2444963639176847,2.3976384782940126,2.3976384782940126,0.5971837524747524,0.9361279376508452,1.0,1.9205838453145903
1359,aes_run_20260124_102051,aes,1.4,56,0.62,DELAY 3,0,0,1,168,83,15,37,0.76782,-0.752158,-0.878858,-0.0970833,-25.9812,-2.23674,84,236,0.0745597,1385930,0.618316,508,235,704,dataset_root/graphs/raw_graphs/aes_run_20260124_102051_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102051_clustered.pt,0.526491,0.032315,570649,1.4583725077921559,2.3072783537057093,2.4286908414804897,2.4286908414804897,0.6004768012807905,0.9500090807355417,1.0,1.9900350676551932
1360,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,228,75,20,43,0.744165,-0.727737,-1.10235,-0.110074,-840.021,-3.52894,1929,540,0.0583421,797670,0.557659,366,195,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.4134429648370055,1.8054185362834596,1.3978294888802048,1.8054185362834596,0.7828893613481146,1.0,0.7742412414562352,0.9888894811781996
1361,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,265,147,15,67,0.541118,-0.5409,-1.1041,-0.10078,-796.945,-5.52706,1922,743,0.0549785,765260,0.549742,303,20,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.0277820513551037,1.7013306514002784,1.3410345063252542,1.7013306514002784,0.6041048226041121,1.0,0.7882268536227907,0.7803467559204346
1362,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,262,141,22,61,0.574306,-0.575361,-1.13783,-0.0956297,-785.454,-2.14072,1892,424,0.054392,756327,0.548368,236,45,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.0908182665990491,1.6831811852081076,1.325380400210988,1.6831811852081076,0.6480694272162869,1.0,0.7874258647010236,0.762139681562293
1363,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,166,136,18,36,0.746735,-0.739708,-1.13019,-0.104192,-832.283,-4.31868,1916,571,0.0604868,818234,0.562114,433,236,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.4183243398272714,1.8717870957759553,1.4338656512146697,1.8717870957759553,0.7577380691575398,1.0,0.7660409960355327,1.0598336647593936
1364,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,175,112,15,36,0.709452,-0.698215,-1.18184,-0.100131,-880.421,-4.83909,1942,614,0.0606978,816033,0.562619,455,216,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.3475102138498092,1.8783165712517407,1.4300086392861462,1.8783165712517407,0.7174031441099444,1.0,0.7613246143769925,1.0378394759913872
1365,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,278,103,22,59,0.584178,-0.584488,-1.00871,-0.0956272,-750.069,-2.14751,1866,418,0.0541774,754440,0.547986,235,47,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.109568824538311,1.6765403063592756,1.3220736389619538,1.6765403063592756,0.6618205481428701,1.0,0.7885725347295283,0.7572605511669049
1366,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,168,91,30,68,0.5673,-0.562485,-1.03178,-0.0906273,-772.062,-0.554111,1909,127,0.0538318,747369,0.547118,190,51,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.0775112964893987,1.6658455825468046,1.3096824843292463,1.6658455825468046,0.6468254367503024,1.0,0.7861968108274218,0.7384182974309987
1367,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,142,94,21,52,1.05935,-1.05934,-1.52104,-0.209509,-1361.32,-4.01931,2016,486,0.0552347,766834,0.55041,254,88,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,2.012095173516736,1.709258858115426,1.3437927692854978,2.012095173516736,1.0,0.8494920521716608,0.667857458718923,1.2828009340049848
1368,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,224,95,14,63,0.568307,-0.565898,-1.1453,-0.115026,-846.653,-6.13113,1940,782,0.0555142,773856,0.551236,358,26,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.0794239597637945,1.7179080922172363,1.3560980567739538,1.7179080922172363,0.6283362681938499,1.0,0.7893891779878,0.805298714946037
1369,aes_run_20260124_102637,aes,1.4,55,0.76,AREA 0,0,0,1,273,117,21,45,0.710123,-0.708129,-1.1197,-0.108906,-811.083,-3.00703,1902,479,0.0581755,798123,0.557108,337,175,311,dataset_root/graphs/raw_graphs/aes_run_20260124_102637_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_102637_clustered.pt,0.526491,0.032315,570649,1.3487846895768396,1.8002630357419154,1.398623321866857,1.8002630357419154,0.7492153439794342,1.0,0.7768994275275242,0.9596729853414893
1370,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,199,117,26,51,0.731381,-0.699755,-0.587612,-0.114736,-260.237,-1.28931,1255,273,0.0537993,764152,0.575023,207,53,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.3891614481539094,1.6648398576512453,1.33909285743075,1.6648398576512453,0.834411455113609,1.0,0.8043373368775186,0.8416903438982337
1371,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,145,132,27,66,0.707652,-0.690603,-0.547826,-0.113274,-210.097,-1.00858,1141,228,0.0529081,752095,0.572775,188,21,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.3440913519889226,1.6372613337459383,1.3179642827727727,1.6372613337459383,0.8209387983980154,1.0,0.8049810104275555,0.7909501571656843
1372,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,187,81,29,47,0.774717,-0.748566,-0.548722,-0.114692,-201.753,-1.04735,1060,177,0.0542467,772828,0.576051,192,99,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.4714724468224527,1.6786848212904222,1.3542965991353704,1.6786848212904222,0.8765626686797089,1.0,0.8067604960497043,0.8991248160971046
1373,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,278,77,12,52,0.702025,-0.673238,-0.727275,-0.125943,-299.597,-7.44052,1311,833,0.0556029,802562,0.579549,391,20,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.3334036099382516,1.7206529475475782,1.4064021841797671,1.7206529475475782,0.7749404735212481,1.0,0.8173653996782395,0.8919985275968542
1374,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,161,138,22,66,0.679599,-0.555322,-0.587985,-0.114546,-273.389,-2.30051,1300,445,0.0533585,761210,0.573923,219,18,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.2908083898870064,1.6511991335293206,1.3339373239942591,1.6511991335293206,0.7817399874284063,1.0,0.807859752895499,0.7874922015451694
1375,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,165,122,15,38,0.695715,-0.6889,-0.65784,-0.127032,-309.59,-5.41553,1321,706,0.056502,805544,0.581612,354,90,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.3214185997481436,1.7484759399659597,1.4116278132442184,1.7484759399659597,0.7557545228639918,1.0,0.807347576811209,0.9126683984932322
1376,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,202,132,12,54,0.686229,-0.66077,-0.688547,-0.12596,-310.924,-7.45723,1340,840,0.055945,801188,0.580201,382,18,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.3034011977412718,1.731239362525143,1.403994399359326,1.731239362525143,0.7528717437663635,1.0,0.8109764771703749,0.8888052468402279
1377,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,202,108,18,49,0.690259,-0.588257,-0.607249,-0.119241,-229.063,-4.25363,1138,662,0.0539203,765822,0.575423,262,28,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.3110556495742565,1.6685842488008662,1.3420193498980986,1.6685842488008662,0.785729369383926,1.0,0.8042862389852627,0.8128577677437788
1378,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,271,115,18,44,0.728696,-0.704216,-0.591427,-0.120199,-262.236,-4.17712,1266,657,0.054351,771299,0.576345,258,39,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.384061645878087,1.6819124245706325,1.3516171937565824,1.6819124245706325,0.8229094604800351,1.0,0.8036192455749475,0.8579875019856861
1379,aes_run_20260124_103050,aes,0.7,58,0.8,AREA 0,0,0,1,239,77,19,57,0.69081,-0.580267,-0.596699,-0.117206,-247.014,-3.69091,1231,605,0.0538121,764423,0.575101,254,21,300,dataset_root/graphs/raw_graphs/aes_run_20260124_103050_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103050_clustered.pt,0.526491,0.032315,570649,1.312102201177228,1.6652359585331888,1.339567755310182,1.6652359585331888,0.7879377060371576,1.0,0.8044311969398803,0.8094769452872868
1380,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,270,104,12,57,0.556555,-0.557177,-0.84854,-0.136193,-643.511,-20.7731,1679,1876,0.0574489,682464,0.534877,398,31,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.0571025905476066,1.7777781216153485,1.1959435660099291,1.7777781216153485,0.5946200921783692,1.0,0.6727181257710917,0.804110311693262
1381,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,134,117,12,63,0.865768,-0.86547,-1.03077,-0.18275,-974.492,-21.344,1946,1889,0.0567538,681824,0.533446,389,28,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.6444117753199958,1.7562679870029396,1.1948220359625619,1.7562679870029396,0.9363102826500722,1.0,0.6803187467998653,1.0125035456891718
1382,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,224,93,15,47,0.554177,-0.554177,-0.845436,-0.134005,-649.984,-16.554,1678,1798,0.059767,684525,0.539863,400,160,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.0525858941558355,1.8495126102429211,1.199555243240591,1.8495126102429211,0.5691152838463671,1.0,0.6485791103003279,0.8742192209799103
1383,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,207,144,13,62,0.743791,-0.743791,-0.841357,-0.332177,-653.322,-19.9332,1693,1868,0.057038,681956,0.533858,370,23,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.4127326013170214,1.7650626643973384,1.1950533515348314,1.7650626643973384,0.8003866547136919,1.0,0.6770600135847695,0.8909067799661423
1384,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,182,143,26,54,0.703947,-0.703947,-0.930966,-0.222376,-696.557,-4.65005,1714,970,0.0571128,677681,0.534067,247,155,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.337054194658598,1.767377378926195,1.187561881296559,1.767377378926195,0.7565187891399582,1.0,0.6719345259573739,0.8588672954188544
1385,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,258,105,13,48,0.564649,-0.56251,-0.852117,-0.133577,-652.108,-19.4867,1695,1849,0.058842,683095,0.537916,410,101,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.0724760727153928,1.8208881324462323,1.197049324541005,1.8208881324462323,0.5889851515889657,1.0,0.6573986085201485,0.8473125417514934
1386,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,242,98,15,43,0.650128,-0.650066,-0.823089,-0.119129,-613.391,-17.1899,1661,1794,0.0606357,684925,0.541821,427,201,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.234832124385792,1.8763948630666871,1.2002561995201955,1.8763948630666871,0.6580875639190588,1.0,0.6396607788397779,0.9291483348203847
1387,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,248,144,21,41,0.653736,-0.642642,-0.806478,-0.123882,-605.984,-16.3574,1656,1773,0.0606207,685036,0.542071,432,222,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.2416850430491688,1.8759306823456596,1.2004507148877857,1.8759306823456596,0.661903477956109,1.0,0.639922746711912,0.930508844346595
1388,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,199,150,20,49,0.72713,-0.72713,-0.828225,-0.310322,-631.352,-11.5945,1672,1580,0.0587612,681988,0.537801,326,188,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.381087236059116,1.8183877456289648,1.1951094280371997,1.8183877456289648,0.7595119574353542,1.0,0.657235746836724,0.9236090474826666
1389,aes_run_20260124_103512,aes,1.4,53,0.65,AREA 0,0,0,1,209,143,25,46,0.581598,-0.584992,-0.832648,-0.107777,-610.3,-11.5608,1665,1558,0.059967,683795,0.5405,360,215,329,dataset_root/graphs/raw_graphs/aes_run_20260124_103512_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103512_clustered.pt,0.526491,0.032315,570649,1.1046684558710402,1.8557016865232863,1.1982759980303128,1.8557016865232863,0.5952834250750024,1.0,0.6457266309194984,0.8845870411486599
1390,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,141,78,30,60,0.71983,-0.725046,-0.907818,-0.103209,-343.305,-0.355985,1172,12,0.0330813,1089780,0.61728,189,41,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.3672218518455204,1.023713445768219,1.9097203359683448,1.9097203359683448,0.7159277859143995,0.5360541156143336,1.0,0.981328337335376
1391,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,181,134,16,50,0.56161,-0.568387,-0.720538,-0.113017,-249.936,-0.284734,1044,9,0.0342985,1093830,0.620061,296,23,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.0667038942735962,1.0613801640105214,1.9168175182993399,1.9168175182993399,0.5564973629936402,0.5537199831897461,1.0,0.9212878463899228
1392,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,247,133,15,60,0.5671,-0.567879,-0.743924,-0.113833,-270.72,-0.301358,1083,10,0.0343131,1093770,0.620211,315,15,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.0771314229493,1.061831966578988,1.9167123748573993,1.9167123748573993,0.561968210295213,0.5539860755884078,1.0,0.9220271290552692
1393,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,191,133,15,70,0.561942,-0.566059,-0.719087,-0.114186,-256.247,-0.296661,1056,10,0.0342764,1094180,0.620052,316,7,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.0673344843501598,1.0606962710815409,1.9174308550439938,1.9174308550439938,0.5566482262150051,0.5531861909342249,1.0,0.9218987709573429
1394,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,185,121,21,46,0.763112,-0.754191,-0.905833,-0.13739,-432.058,-0.504633,1307,10,0.0338193,1092360,0.61897,242,50,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.4494302846582372,1.0465511372427663,1.9142415039717935,1.9142415039717935,0.7571825611610993,0.5467184443923682,1.0,1.0198000376207024
1395,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,180,112,24,41,0.683025,-0.684865,-0.913322,-0.094743,-468.535,-0.218185,1364,5,0.0346159,1092870,0.620768,234,103,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.2973156236288939,1.0712022280674607,1.9151352232282892,1.9151352232282892,0.677401578694817,0.5593350354977887,1.0,0.9648517057707363
1396,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,254,114,21,61,0.59426,-0.613123,-0.747289,-0.10974,-271.738,-0.262355,1094,8,0.0331948,1091510,0.61756,232,23,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.1287182496946766,1.027225746557326,1.912751971877634,1.912751971877634,0.5901017310606568,0.5370407463488118,1.0,0.922185334543211
1397,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,269,122,30,36,0.741225,-0.746352,-0.731861,-0.108728,-250.195,-0.244985,1042,8,0.0359511,1094790,0.624061,275,165,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.4078588237975578,1.1125205013151787,1.9184998133703905,1.9184998133703905,0.7338331825658369,0.5798908572009293,1.0,1.0112623747214116
1398,aes_run_20260124_103955,aes,2.0,61,0.76,DELAY 4,0,0,0,220,137,22,54,0.567021,-0.573492,-0.729966,-0.108428,-268.254,-0.256221,1086,8,0.033551,1091340,0.618308,224,32,131,dataset_root/graphs/raw_graphs/aes_run_20260124_103955_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_103955_clustered.pt,0.526491,0.032315,570649,1.0769813729009612,1.0382484914126564,1.9124540654588023,1.9124540654588023,0.5631410407980653,0.5428880673082092,1.0,0.916494135519348
